"customer_id","customer_name","order_count","total_revenue","avg_order_value","cancelled_orders","cancellation_rate"
2417,"Customer 02417",4,2896.32,724.08,0,0.00
2418,"Customer 02418",15,13796.69,919.78,2,13.33
2419,"Customer 02419",10,7740.06,774.01,1,10.00
2420,"Customer 02420",10,22162.03,2216.20,0,0.00
2421,"Customer 02421",9,7697.72,855.30,0,0.00
2422,"Customer 02422",7,7152.32,1021.76,0,0.00
2423,"Customer 02423",10,9921.12,992.11,0,0.00
2424,"Customer 02424",5,5180.31,1036.06,0,0.00
2425,"Customer 02425",8,6218.26,777.28,1,12.50
2426,"Customer 02426",4,1345.06,336.27,1,25.00
2427,"Customer 02427",7,6543.67,934.81,1,14.29
2428,"Customer 02428",9,9060.89,1006.77,0,0.00
2429,"Customer 02429",11,8976.25,816.02,1,9.09
2430,"Customer 02430",5,7660.55,1532.11,3,60.00
2431,"Customer 02431",11,11354.35,1032.21,0,0.00
2432,"Customer 02432",11,8905.68,809.61,1,9.09
2433,"Customer 02433",12,20380.05,1698.34,0,0.00
2434,"Customer 02434",15,21480.24,1432.02,2,13.33
2435,"Customer 02435",10,11805.44,1180.54,2,20.00
2436,"Customer 02436",14,18835.31,1345.38,0,0.00
2437,"Customer 02437",8,15035.90,1879.49,0,0.00
2438,"Customer 02438",12,17666.20,1472.18,0,0.00
2439,"Customer 02439",14,14724.34,1051.74,0,0.00
2440,"Customer 02440",8,11000.28,1375.04,0,0.00
2441,"Customer 02441",4,3298.37,824.59,0,0.00
2442,"Customer 02442",7,4460.66,637.24,2,28.57
2443,"Customer 02443",9,13634.30,1514.92,0,0.00
2444,"Customer 02444",13,11329.25,871.48,1,7.69
2445,"Customer 02445",7,7190.31,1027.19,0,0.00
2446,"Customer 02446",9,7294.30,810.48,0,0.00
2447,"Customer 02447",12,10032.19,836.02,1,8.33
2448,"Customer 02448",9,12138.77,1348.75,0,0.00
2449,"Customer 02449",11,14784.95,1344.09,0,0.00
2450,"Customer 02450",7,5556.04,793.72,0,0.00
2451,"Customer 02451",7,6583.37,940.48,0,0.00
2452,"Customer 02452",11,10534.21,957.66,1,9.09
2453,"Customer 02453",7,3517.94,502.56,0,0.00
2454,"Customer 02454",5,3313.69,662.74,0,0.00
2455,"Customer 02455",7,5838.72,834.10,0,0.00
2456,"Customer 02456",9,6913.46,768.16,1,11.11
2457,"Customer 02457",13,11866.63,912.82,1,7.69
2458,"Customer 02458",12,17566.88,1463.91,1,8.33
2459,"Customer 02459",11,13222.43,1202.04,2,18.18
2460,"Customer 02460",16,22074.40,1379.65,2,12.50
2461,"Customer 02461",10,13391.74,1339.17,1,10.00
2462,"Customer 02462",6,4396.39,732.73,0,0.00
2463,"Customer 02463",14,17901.98,1278.71,2,14.29
2464,"Customer 02464",9,7274.75,808.31,1,11.11
2465,"Customer 02465",6,13928.44,2321.41,0,0.00
2466,"Customer 02466",7,9819.29,1402.76,0,0.00
2467,"Customer 02467",9,9768.99,1085.44,0,0.00
2468,"Customer 02468",7,15581.04,2225.86,0,0.00
2469,"Customer 02469",10,16606.70,1660.67,0,0.00
2470,"Customer 02470",10,14104.16,1410.42,0,0.00
2471,"Customer 02471",11,6535.50,594.14,0,0.00
2472,"Customer 02472",9,22364.81,2484.98,0,0.00
2473,"Customer 02473",15,15125.89,1008.39,1,6.67
2474,"Customer 02474",6,6035.37,1005.90,0,0.00
2475,"Customer 02475",6,8857.23,1476.21,1,16.67
2476,"Customer 02476",10,10672.96,1067.30,1,10.00
2477,"Customer 02477",7,7964.79,1137.83,1,14.29
2478,"Customer 02478",12,12572.05,1047.67,0,0.00
2479,"Customer 02479",6,11785.50,1964.25,0,0.00
2480,"Customer 02480",8,9372.93,1171.62,1,12.50
2481,"Customer 02481",14,15915.92,1136.85,2,14.29
2482,"Customer 02482",13,14549.11,1119.16,0,0.00
2483,"Customer 02483",4,2456.67,614.17,0,0.00
2484,"Customer 02484",13,10742.57,826.35,0,0.00
2485,"Customer 02485",8,9406.57,1175.82,1,12.50
2486,"Customer 02486",13,15955.70,1227.36,0,0.00
2487,"Customer 02487",11,11108.90,1009.90,0,0.00
2488,"Customer 02488",9,7550.92,838.99,0,0.00
2489,"Customer 02489",14,25490.56,1820.75,2,14.29
2490,"Customer 02490",13,23808.46,1831.42,0,0.00
2491,"Customer 02491",9,13897.54,1544.17,0,0.00
2492,"Customer 02492",8,8700.26,1087.53,1,12.50
2493,"Customer 02493",2,3553.55,1776.78,0,0.00
2494,"Customer 02494",11,13405.29,1218.66,1,9.09
2495,"Customer 02495",4,5704.78,1426.20,0,0.00
2496,"Customer 02496",8,6411.60,801.45,0,0.00
2497,"Customer 02497",9,8833.99,981.55,1,11.11
2498,"Customer 02498",10,10672.46,1067.25,1,10.00
2499,"Customer 02499",6,1855.63,309.27,0,0.00
2500,"Customer 02500",13,12519.61,963.05,0,0.00
2501,"Customer 02501",12,22207.63,1850.64,0,0.00
2502,"Customer 02502",14,17189.79,1227.84,0,0.00
2503,"Customer 02503",12,19069.92,1589.16,1,8.33
2504,"Customer 02504",11,9386.57,853.32,1,9.09
2505,"Customer 02505",11,7702.79,700.25,1,9.09
2506,"Customer 02506",7,12013.24,1716.18,0,0.00
2507,"Customer 02507",14,21572.23,1540.87,2,14.29
2508,"Customer 02508",8,8534.67,1066.83,1,12.50
2509,"Customer 02509",10,11450.18,1145.02,1,10.00
2510,"Customer 02510",14,15357.15,1096.94,1,7.14
2511,"Customer 02511",7,5892.40,841.77,0,0.00
2512,"Customer 02512",10,13718.45,1371.85,0,0.00
2513,"Customer 02513",10,18793.03,1879.30,0,0.00
2514,"Customer 02514",9,10288.49,1143.17,0,0.00
2515,"Customer 02515",7,5643.87,806.27,0,0.00
2516,"Customer 02516",6,5054.00,842.33,0,0.00
2517,"Customer 02517",16,13844.31,865.27,1,6.25
2518,"Customer 02518",15,23601.10,1573.41,0,0.00
2519,"Customer 02519",12,13600.98,1133.42,0,0.00
2520,"Customer 02520",8,7139.56,892.45,0,0.00
2521,"Customer 02521",12,14311.04,1192.59,0,0.00
2522,"Customer 02522",9,10978.79,1219.87,0,0.00
2523,"Customer 02523",13,22081.06,1698.54,2,15.38
2524,"Customer 02524",10,20303.53,2030.35,1,10.00
2525,"Customer 02525",9,4492.53,499.17,0,0.00
2526,"Customer 02526",7,5037.36,719.62,0,0.00
2527,"Customer 02527",10,7785.23,778.52,0,0.00
2528,"Customer 02528",8,6668.16,833.52,0,0.00
2529,"Customer 02529",7,11973.19,1710.46,2,28.57
2530,"Customer 02530",10,12426.73,1242.67,0,0.00
2531,"Customer 02531",15,11251.76,750.12,1,6.67
2532,"Customer 02532",10,16206.86,1620.69,1,10.00
2533,"Customer 02533",8,14129.17,1766.15,1,12.50
2534,"Customer 02534",7,8820.80,1260.11,0,0.00
2535,"Customer 02535",7,6300.26,900.04,0,0.00
2536,"Customer 02536",10,9485.01,948.50,0,0.00
2537,"Customer 02537",9,7235.67,803.96,0,0.00
2538,"Customer 02538",5,12189.50,2437.90,0,0.00
2539,"Customer 02539",12,12355.41,1029.62,1,8.33
2540,"Customer 02540",8,7322.10,915.26,1,12.50
2541,"Customer 02541",12,11009.55,917.46,1,8.33
2542,"Customer 02542",8,7644.35,955.54,1,12.50
2543,"Customer 02543",10,12186.65,1218.67,0,0.00
2544,"Customer 02544",4,8797.09,2199.27,0,0.00
2545,"Customer 02545",11,15143.78,1376.71,0,0.00
2546,"Customer 02546",15,20386.50,1359.10,1,6.67
2547,"Customer 02547",13,9507.18,731.32,1,7.69
2548,"Customer 02548",14,9614.45,686.75,2,14.29
2549,"Customer 02549",13,25321.91,1947.84,0,0.00
2550,"Customer 02550",14,12871.46,919.39,0,0.00
2551,"Customer 02551",9,11355.04,1261.67,0,0.00
2552,"Customer 02552",11,10290.62,935.51,0,0.00
2553,"Customer 02553",12,15074.84,1256.24,1,8.33
2554,"Customer 02554",15,16078.00,1071.87,0,0.00
2555,"Customer 02555",6,3890.50,648.42,0,0.00
2556,"Customer 02556",13,21802.05,1677.08,0,0.00
2557,"Customer 02557",13,13964.68,1074.21,1,7.69
2558,"Customer 02558",3,5538.07,1846.02,0,0.00
2559,"Customer 02559",8,7217.46,902.18,0,0.00
2560,"Customer 02560",7,3770.35,538.62,1,14.29
2561,"Customer 02561",14,12186.63,870.47,1,7.14
2562,"Customer 02562",9,6971.43,774.60,1,11.11
2563,"Customer 02563",4,5221.23,1305.31,0,0.00
2564,"Customer 02564",9,4496.50,499.61,1,11.11
2565,"Customer 02565",13,8497.63,653.66,1,7.69
2566,"Customer 02566",9,9778.63,1086.51,0,0.00
2567,"Customer 02567",7,6310.19,901.46,0,0.00
2568,"Customer 02568",17,18660.25,1097.66,2,11.76
2569,"Customer 02569",10,12504.95,1250.50,2,20.00
2570,"Customer 02570",10,9769.98,977.00,0,0.00
2571,"Customer 02571",6,8630.50,1438.42,0,0.00
2572,"Customer 02572",9,5800.27,644.47,0,0.00
2573,"Customer 02573",9,10281.23,1142.36,0,0.00
2574,"Customer 02574",13,10981.30,844.72,1,7.69
2575,"Customer 02575",5,10908.75,2181.75,0,0.00
2576,"Customer 02576",12,10963.14,913.60,0,0.00
2577,"Customer 02577",13,10539.28,810.71,0,0.00
2578,"Customer 02578",10,16516.52,1651.65,2,20.00
2579,"Customer 02579",12,11272.11,939.34,1,8.33
2580,"Customer 02580",7,12497.17,1785.31,0,0.00
2581,"Customer 02581",12,12002.10,1000.18,1,8.33
2582,"Customer 02582",9,5920.52,657.84,0,0.00
2583,"Customer 02583",10,14213.94,1421.39,0,0.00
2584,"Customer 02584",10,13216.66,1321.67,1,10.00
2585,"Customer 02585",15,16257.53,1083.84,2,13.33
2586,"Customer 02586",12,11077.78,923.15,0,0.00
2587,"Customer 02587",2,7008.41,3504.21,0,0.00
2588,"Customer 02588",9,11398.97,1266.55,0,0.00
2589,"Customer 02589",12,9454.03,787.84,3,25.00
2590,"Customer 02590",13,14585.36,1121.95,0,0.00
2591,"Customer 02591",17,17123.72,1007.28,0,0.00
2592,"Customer 02592",6,5013.53,835.59,0,0.00
2593,"Customer 02593",13,10359.50,796.88,1,7.69
2594,"Customer 02594",13,9268.53,712.96,0,0.00
2595,"Customer 02595",12,10389.47,865.79,0,0.00
2596,"Customer 02596",12,11359.99,946.67,1,8.33
2597,"Customer 02597",13,20141.01,1549.31,0,0.00
2598,"Customer 02598",12,16692.17,1391.01,1,8.33
2599,"Customer 02599",10,12545.03,1254.50,1,10.00
2600,"Customer 02600",12,17614.40,1467.87,0,0.00
2601,"Customer 02601",10,7265.13,726.51,0,0.00
2602,"Customer 02602",12,9962.92,830.24,1,8.33
2603,"Customer 02603",12,9947.58,828.97,1,8.33
2604,"Customer 02604",10,9777.89,977.79,1,10.00
2605,"Customer 02605",6,8781.23,1463.54,0,0.00
2606,"Customer 02606",9,13343.15,1482.57,1,11.11
2607,"Customer 02607",11,8074.65,734.06,0,0.00
2608,"Customer 02608",9,5974.95,663.88,1,11.11
2609,"Customer 02609",11,16686.07,1516.92,0,0.00
2610,"Customer 02610",12,16826.10,1402.18,0,0.00
2611,"Customer 02611",14,10711.41,765.10,2,14.29
2612,"Customer 02612",9,16855.15,1872.79,0,0.00
2613,"Customer 02613",5,4256.21,851.24,0,0.00
2614,"Customer 02614",8,10401.01,1300.13,1,12.50
2615,"Customer 02615",8,6552.29,819.04,1,12.50
2616,"Customer 02616",11,10603.28,963.93,2,18.18
2617,"Customer 02617",11,11275.58,1025.05,0,0.00
2618,"Customer 02618",19,25180.89,1325.31,3,15.79
2619,"Customer 02619",10,12473.26,1247.33,1,10.00
2620,"Customer 02620",11,22745.71,2067.79,1,9.09
2621,"Customer 02621",11,13445.66,1222.33,0,0.00
2622,"Customer 02622",12,13764.22,1147.02,2,16.67
2623,"Customer 02623",18,25475.25,1415.29,3,16.67
2624,"Customer 02624",9,8489.82,943.31,0,0.00
2625,"Customer 02625",4,5289.16,1322.29,0,0.00
2626,"Customer 02626",11,16659.28,1514.48,0,0.00
2627,"Customer 02627",18,23983.91,1332.44,1,5.56
2628,"Customer 02628",8,6536.93,817.12,0,0.00
2629,"Customer 02629",12,17045.59,1420.47,1,8.33
2630,"Customer 02630",12,14187.55,1182.30,0,0.00
2631,"Customer 02631",9,9662.39,1073.60,1,11.11
2632,"Customer 02632",9,14369.85,1596.65,0,0.00
2633,"Customer 02633",6,9180.64,1530.11,0,0.00
2634,"Customer 02634",15,11797.99,786.53,1,6.67
2635,"Customer 02635",9,11488.29,1276.48,0,0.00
2636,"Customer 02636",7,4538.16,648.31,0,0.00
2637,"Customer 02637",12,10314.49,859.54,0,0.00
2638,"Customer 02638",11,12533.63,1139.42,0,0.00
2639,"Customer 02639",16,36876.57,2304.79,2,12.50
2640,"Customer 02640",12,19288.04,1607.34,0,0.00
2641,"Customer 02641",10,6542.08,654.21,0,0.00
2642,"Customer 02642",12,13702.51,1141.88,0,0.00
2643,"Customer 02643",7,6179.31,882.76,0,0.00
2644,"Customer 02644",10,2538.41,253.84,0,0.00
2645,"Customer 02645",5,6897.19,1379.44,0,0.00
2646,"Customer 02646",12,10912.77,909.40,2,16.67
2647,"Customer 02647",11,13592.60,1235.69,0,0.00
2648,"Customer 02648",10,9024.65,902.47,0,0.00
2649,"Customer 02649",15,15218.68,1014.58,0,0.00
2650,"Customer 02650",7,6152.60,878.94,0,0.00
2651,"Customer 02651",5,2188.35,437.67,0,0.00
2652,"Customer 02652",6,4770.92,795.15,0,0.00
2653,"Customer 02653",14,12374.06,883.86,0,0.00
2654,"Customer 02654",11,15537.80,1412.53,1,9.09
2655,"Customer 02655",7,8970.96,1281.57,0,0.00
2656,"Customer 02656",8,9867.63,1233.45,1,12.50
2657,"Customer 02657",9,8780.93,975.66,0,0.00
2658,"Customer 02658",11,9727.15,884.29,0,0.00
2659,"Customer 02659",8,5104.77,638.10,1,12.50
2660,"Customer 02660",7,7263.89,1037.70,0,0.00
2661,"Customer 02661",3,7359.13,2453.04,0,0.00
2662,"Customer 02662",20,26764.49,1338.22,2,10.00
2663,"Customer 02663",13,16628.61,1279.12,0,0.00
2664,"Customer 02664",11,5573.21,506.66,0,0.00
2665,"Customer 02665",13,14834.30,1141.10,1,7.69
2666,"Customer 02666",8,12061.05,1507.63,0,0.00
2667,"Customer 02667",13,12830.65,986.97,0,0.00
2668,"Customer 02668",15,28644.41,1909.63,1,6.67
2669,"Customer 02669",11,15527.59,1411.60,1,9.09
2670,"Customer 02670",11,11685.75,1062.34,1,9.09
2671,"Customer 02671",9,6279.53,697.73,0,0.00
2672,"Customer 02672",7,10152.30,1450.33,1,14.29
2673,"Customer 02673",7,4433.59,633.37,0,0.00
2674,"Customer 02674",13,12511.74,962.44,1,7.69
2675,"Customer 02675",12,13887.43,1157.29,1,8.33
2676,"Customer 02676",10,12173.99,1217.40,1,10.00
2677,"Customer 02677",9,15225.83,1691.76,0,0.00
2678,"Customer 02678",3,4074.88,1358.29,0,0.00
2679,"Customer 02679",15,9942.43,662.83,0,0.00
2680,"Customer 02680",7,10410.70,1487.24,0,0.00
2681,"Customer 02681",8,8161.28,1020.16,0,0.00
2682,"Customer 02682",10,8385.93,838.59,0,0.00
2683,"Customer 02683",13,15227.69,1171.36,3,23.08
2684,"Customer 02684",7,9647.04,1378.15,0,0.00
2685,"Customer 02685",8,10112.69,1264.09,2,25.00
2686,"Customer 02686",12,14995.10,1249.59,0,0.00
2687,"Customer 02687",7,6337.54,905.36,0,0.00
2688,"Customer 02688",5,1803.11,360.62,0,0.00
2689,"Customer 02689",13,12911.17,993.17,1,7.69
2690,"Customer 02690",7,6600.95,942.99,1,14.29
2691,"Customer 02691",13,15858.18,1219.86,0,0.00
2692,"Customer 02692",12,15528.28,1294.02,1,8.33
2693,"Customer 02693",10,5413.09,541.31,1,10.00
2694,"Customer 02694",8,9291.92,1161.49,0,0.00
2695,"Customer 02695",14,13693.74,978.12,0,0.00
2696,"Customer 02696",11,7908.91,718.99,0,0.00
2697,"Customer 02697",10,9152.07,915.21,0,0.00
2698,"Customer 02698",9,5644.91,627.21,0,0.00
2699,"Customer 02699",6,4843.09,807.18,0,0.00
2700,"Customer 02700",8,10727.70,1340.96,0,0.00
2701,"Customer 02701",8,11457.21,1432.15,0,0.00
2702,"Customer 02702",10,8961.34,896.13,1,10.00
2703,"Customer 02703",11,8062.42,732.95,0,0.00
2704,"Customer 02704",7,7204.96,1029.28,0,0.00
2705,"Customer 02705",7,6067.83,866.83,0,0.00
2706,"Customer 02706",11,21763.86,1978.53,1,9.09
2707,"Customer 02707",9,7410.92,823.44,0,0.00
2708,"Customer 02708",10,17021.27,1702.13,0,0.00
2709,"Customer 02709",6,4971.17,828.53,0,0.00
2710,"Customer 02710",14,14684.97,1048.93,1,7.14
2711,"Customer 02711",9,13426.92,1491.88,1,11.11
2712,"Customer 02712",8,12030.72,1503.84,0,0.00
2713,"Customer 02713",13,14112.39,1085.57,0,0.00
2714,"Customer 02714",12,19446.15,1620.51,0,0.00
2715,"Customer 02715",8,10691.38,1336.42,0,0.00
2716,"Customer 02716",6,8644.40,1440.73,0,0.00
2717,"Customer 02717",14,12245.92,874.71,0,0.00
2718,"Customer 02718",5,4654.02,930.80,0,0.00
2719,"Customer 02719",7,13785.43,1969.35,0,0.00
2720,"Customer 02720",8,7323.37,915.42,0,0.00
2721,"Customer 02721",7,7524.06,1074.87,0,0.00
2722,"Customer 02722",13,13726.88,1055.91,0,0.00
2723,"Customer 02723",13,20710.41,1593.11,1,7.69
2724,"Customer 02724",11,9056.76,823.34,0,0.00
2725,"Customer 02725",15,18950.89,1263.39,1,6.67
2726,"Customer 02726",9,6676.66,741.85,0,0.00
2727,"Customer 02727",10,9720.38,972.04,1,10.00
2728,"Customer 02728",8,9078.26,1134.78,1,12.50
2729,"Customer 02729",10,16438.72,1643.87,1,10.00
2730,"Customer 02730",8,11546.34,1443.29,0,0.00
2731,"Customer 02731",12,18015.03,1501.25,0,0.00
2732,"Customer 02732",8,7705.39,963.17,0,0.00
2733,"Customer 02733",11,14540.58,1321.87,0,0.00
2734,"Customer 02734",13,12805.08,985.01,0,0.00
2735,"Customer 02735",14,12563.57,897.40,0,0.00
2736,"Customer 02736",11,8926.78,811.53,1,9.09
2737,"Customer 02737",9,8791.43,976.83,0,0.00
2738,"Customer 02738",10,12878.50,1287.85,0,0.00
2739,"Customer 02739",14,16026.49,1144.75,1,7.14
2740,"Customer 02740",10,14074.72,1407.47,0,0.00
2741,"Customer 02741",6,7340.09,1223.35,1,16.67
2742,"Customer 02742",13,14261.93,1097.07,0,0.00
2743,"Customer 02743",19,37002.97,1947.52,2,10.53
2744,"Customer 02744",10,8170.74,817.07,0,0.00
2745,"Customer 02745",9,8942.25,993.58,0,0.00
2746,"Customer 02746",13,20120.39,1547.72,0,0.00
2747,"Customer 02747",10,11634.17,1163.42,2,20.00
2748,"Customer 02748",10,7891.25,789.13,0,0.00
2749,"Customer 02749",9,6682.64,742.52,0,0.00
2750,"Customer 02750",6,5388.20,898.03,0,0.00
2751,"Customer 02751",9,7085.81,787.31,0,0.00
2752,"Customer 02752",8,11520.35,1440.04,0,0.00
2753,"Customer 02753",11,9689.82,880.89,0,0.00
2754,"Customer 02754",11,7212.71,655.70,0,0.00
2755,"Customer 02755",5,3841.08,768.22,0,0.00
2756,"Customer 02756",14,7275.14,519.65,2,14.29
2757,"Customer 02757",7,6994.23,999.18,0,0.00
2758,"Customer 02758",17,28085.05,1652.06,1,5.88
2759,"Customer 02759",4,2610.14,652.54,0,0.00
2760,"Customer 02760",9,13830.69,1536.74,1,11.11
2761,"Customer 02761",14,14631.24,1045.09,1,7.14
2762,"Customer 02762",11,18277.60,1661.60,1,9.09
2763,"Customer 02763",10,9445.21,944.52,0,0.00
2764,"Customer 02764",8,9858.41,1232.30,1,12.50
2765,"Customer 02765",7,12756.01,1822.29,1,14.29
2766,"Customer 02766",2,1345.06,672.53,0,0.00
2767,"Customer 02767",8,11324.80,1415.60,0,0.00
2768,"Customer 02768",8,8728.46,1091.06,1,12.50
2769,"Customer 02769",12,19391.10,1615.93,0,0.00
2770,"Customer 02770",8,5503.57,687.95,0,0.00
2771,"Customer 02771",9,8256.33,917.37,0,0.00
2772,"Customer 02772",8,6889.96,861.25,0,0.00
2773,"Customer 02773",10,13930.05,1393.01,0,0.00
2774,"Customer 02774",9,6980.49,775.61,2,22.22
2775,"Customer 02775",8,8103.95,1012.99,0,0.00
2776,"Customer 02776",12,10174.35,847.86,1,8.33
2777,"Customer 02777",9,13924.64,1547.18,0,0.00
2778,"Customer 02778",10,9183.65,918.37,0,0.00
2779,"Customer 02779",9,6221.81,691.31,2,22.22
2780,"Customer 02780",14,17799.90,1271.42,1,7.14
2781,"Customer 02781",13,18959.90,1458.45,0,0.00
2782,"Customer 02782",11,14051.59,1277.42,1,9.09
2783,"Customer 02783",9,13561.39,1506.82,0,0.00
2784,"Customer 02784",13,16119.21,1239.94,0,0.00
2785,"Customer 02785",6,4299.77,716.63,0,0.00
2786,"Customer 02786",6,8359.66,1393.28,0,0.00
2787,"Customer 02787",7,11899.26,1699.89,0,0.00
2788,"Customer 02788",12,12109.60,1009.13,0,0.00
2789,"Customer 02789",11,13917.46,1265.22,0,0.00
2790,"Customer 02790",6,5455.73,909.29,0,0.00
2791,"Customer 02791",10,16444.95,1644.50,0,0.00
2792,"Customer 02792",11,7677.07,697.92,0,0.00
2793,"Customer 02793",9,11776.39,1308.49,1,11.11
2794,"Customer 02794",14,9496.86,678.35,1,7.14
2795,"Customer 02795",7,9811.12,1401.59,0,0.00
2796,"Customer 02796",12,11172.10,931.01,0,0.00
2797,"Customer 02797",10,11200.77,1120.08,0,0.00
2798,"Customer 02798",9,8015.25,890.58,2,22.22
2799,"Customer 02799",10,8329.65,832.97,0,0.00
2800,"Customer 02800",6,3065.61,510.94,0,0.00
2801,"Customer 02801",4,3586.07,896.52,1,25.00
2802,"Customer 02802",14,22378.30,1598.45,0,0.00
2803,"Customer 02803",3,2820.77,940.26,0,0.00
2804,"Customer 02804",6,12118.49,2019.75,2,33.33
2805,"Customer 02805",9,12425.54,1380.62,1,11.11
2806,"Customer 02806",3,3047.29,1015.76,0,0.00
2807,"Customer 02807",7,4079.83,582.83,1,14.29
2808,"Customer 02808",7,5813.48,830.50,0,0.00
2809,"Customer 02809",10,9604.70,960.47,3,30.00
2810,"Customer 02810",6,4951.03,825.17,0,0.00
2811,"Customer 02811",7,9076.48,1296.64,0,0.00
2812,"Customer 02812",11,6972.41,633.86,0,0.00
2813,"Customer 02813",11,11433.59,1039.42,0,0.00
2814,"Customer 02814",8,6664.76,833.10,1,12.50
2815,"Customer 02815",8,7579.78,947.47,0,0.00
2816,"Customer 02816",11,15746.20,1431.47,1,9.09
2817,"Customer 02817",7,6402.94,914.71,1,14.29
2818,"Customer 02818",6,5219.80,869.97,1,16.67
2819,"Customer 02819",11,11915.78,1083.25,1,9.09
2820,"Customer 02820",15,18704.70,1246.98,1,6.67
2821,"Customer 02821",10,12380.92,1238.09,0,0.00
2822,"Customer 02822",7,6573.18,939.03,0,0.00
2823,"Customer 02823",10,10565.91,1056.59,0,0.00
2824,"Customer 02824",12,14266.28,1188.86,1,8.33
2825,"Customer 02825",3,655.32,218.44,0,0.00
2826,"Customer 02826",11,11039.81,1003.62,0,0.00
2827,"Customer 02827",10,12206.64,1220.66,0,0.00
2828,"Customer 02828",12,10010.21,834.18,1,8.33
2829,"Customer 02829",20,29298.98,1464.95,0,0.00
2830,"Customer 02830",6,4406.83,734.47,0,0.00
2831,"Customer 02831",10,10925.29,1092.53,2,20.00
2832,"Customer 02832",12,15282.09,1273.51,2,16.67
2833,"Customer 02833",8,9862.75,1232.84,0,0.00
2834,"Customer 02834",15,17581.29,1172.09,1,6.67
2835,"Customer 02835",9,14949.25,1661.03,0,0.00
2836,"Customer 02836",11,16095.77,1463.25,3,27.27
2837,"Customer 02837",14,21080.66,1505.76,1,7.14
2838,"Customer 02838",13,12422.58,955.58,1,7.69
2839,"Customer 02839",6,7488.44,1248.07,0,0.00
2840,"Customer 02840",7,4118.43,588.35,0,0.00
2841,"Customer 02841",8,11610.81,1451.35,0,0.00
2842,"Customer 02842",8,9036.30,1129.54,1,12.50
2843,"Customer 02843",14,11242.42,803.03,0,0.00
2844,"Customer 02844",8,9311.93,1163.99,1,12.50
2845,"Customer 02845",9,4454.91,494.99,0,0.00
2846,"Customer 02846",18,22966.14,1275.90,0,0.00
2847,"Customer 02847",9,13496.52,1499.61,2,22.22
2848,"Customer 02848",13,15389.74,1183.83,1,7.69
2849,"Customer 02849",13,19704.41,1515.72,0,0.00
2850,"Customer 02850",3,3601.86,1200.62,0,0.00
2851,"Customer 02851",11,11476.71,1043.34,0,0.00
2852,"Customer 02852",10,6716.65,671.67,1,10.00
2853,"Customer 02853",11,12467.83,1133.44,2,18.18
2854,"Customer 02854",7,5580.90,797.27,0,0.00
2855,"Customer 02855",10,23768.82,2376.88,1,10.00
2856,"Customer 02856",10,10395.82,1039.58,1,10.00
2857,"Customer 02857",11,13965.53,1269.59,1,9.09
2858,"Customer 02858",7,6327.58,903.94,0,0.00
2859,"Customer 02859",11,15227.99,1384.36,1,9.09
2860,"Customer 02860",8,6359.95,794.99,0,0.00
2861,"Customer 02861",7,6535.37,933.62,0,0.00
2862,"Customer 02862",8,5547.42,693.43,0,0.00
2863,"Customer 02863",9,5032.92,559.21,1,11.11
2864,"Customer 02864",14,19848.97,1417.78,0,0.00
2865,"Customer 02865",8,10028.64,1253.58,0,0.00
2866,"Customer 02866",8,13664.74,1708.09,0,0.00
2867,"Customer 02867",13,14169.30,1089.95,0,0.00
2868,"Customer 02868",10,8217.13,821.71,1,10.00
2869,"Customer 02869",11,10062.36,914.76,0,0.00
2870,"Customer 02870",10,13458.43,1345.84,0,0.00
2871,"Customer 02871",9,7011.75,779.08,1,11.11
2872,"Customer 02872",12,13739.32,1144.94,1,8.33
2873,"Customer 02873",8,8464.02,1058.00,1,12.50
2874,"Customer 02874",8,14911.25,1863.91,0,0.00
2875,"Customer 02875",5,6678.77,1335.75,0,0.00
2876,"Customer 02876",7,10620.43,1517.20,0,0.00
2877,"Customer 02877",10,10522.10,1052.21,1,10.00
2878,"Customer 02878",11,13493.35,1226.67,0,0.00
2879,"Customer 02879",11,19432.72,1766.61,0,0.00
2880,"Customer 02880",11,11277.62,1025.24,1,9.09
2881,"Customer 02881",11,10793.44,981.22,0,0.00
2882,"Customer 02882",7,12741.28,1820.18,0,0.00
2883,"Customer 02883",9,20104.93,2233.88,0,0.00
2884,"Customer 02884",8,7354.93,919.37,0,0.00
2885,"Customer 02885",8,14177.74,1772.22,1,12.50
2886,"Customer 02886",6,4920.29,820.05,0,0.00
2887,"Customer 02887",17,14602.86,858.99,2,11.76
2888,"Customer 02888",7,5350.76,764.39,0,0.00
2889,"Customer 02889",2,4246.01,2123.01,0,0.00
2890,"Customer 02890",12,21671.79,1805.98,0,0.00
2891,"Customer 02891",9,11624.74,1291.64,1,11.11
2892,"Customer 02892",6,8613.59,1435.60,1,16.67
2893,"Customer 02893",11,14990.04,1362.73,1,9.09
2894,"Customer 02894",14,13951.68,996.55,0,0.00
2895,"Customer 02895",11,11362.78,1032.98,2,18.18
2896,"Customer 02896",8,5053.93,631.74,1,12.50
2897,"Customer 02897",7,5245.43,749.35,0,0.00
2898,"Customer 02898",13,10725.12,825.01,0,0.00
2899,"Customer 02899",7,5980.82,854.40,0,0.00
2900,"Customer 02900",13,15048.50,1157.58,1,7.69
2901,"Customer 02901",8,7910.02,988.75,0,0.00
2902,"Customer 02902",11,10378.22,943.47,0,0.00
2903,"Customer 02903",9,7491.36,832.37,0,0.00
2904,"Customer 02904",12,9197.62,766.47,1,8.33
