"shipment_id","order_id","carrier","ship_date","expected_delivery_date","actual_delivery_date","shipment_cost","delivery_status","delivery_days","days_late"
27552,27552,"Carrier B","2025-02-09","2025-02-11","2025-02-11",47.71,"On Time",2,0
27553,27553,"Carrier C","2025-02-08","2025-02-13","2025-02-13",24.61,"On Time",5,0
27554,27554,"Carrier D","2025-02-09","2025-02-15","2025-02-15",15.19,"On Time",6,0
27555,27555,"Carrier B","2025-02-10","2025-02-11","2025-02-14",72.76,"Late",4,3
27556,27556,"Carrier D","2025-02-10","2025-02-14","2025-02-14",37.41,"On Time",4,0
27557,27557,"Carrier D","2025-02-09","2025-02-11","2025-02-13",22.26,"Late",4,2
27558,27558,"Carrier C","2025-02-10","2025-02-12",NULL,36.50,"Not Delivered",NULL,0
27559,27559,"Carrier C","2025-02-10","2025-02-14","2025-02-14",41.97,"On Time",4,0
27560,27560,"Carrier B","2025-02-09","2025-02-15","2025-02-15",29.54,"On Time",6,0
27561,27561,"Carrier A","2025-02-09","2025-02-12","2025-02-17",45.16,"Late",8,5
27562,27562,"Carrier D","2025-02-08","2025-02-14","2025-02-17",72.91,"Late",9,3
27563,27563,"Carrier C","2025-02-09","2025-02-15","2025-02-15",65.40,"On Time",6,0
27564,27564,"Carrier C","2025-02-08","2025-02-14","2025-02-14",6.92,"On Time",6,0
27565,27565,"Carrier B","2025-02-10","2025-02-11","2025-02-11",63.13,"On Time",1,0
27566,27566,"Carrier B","2025-02-09","2025-02-14","2025-02-14",14.30,"On Time",5,0
27567,27567,"Carrier A","2025-02-09","2025-02-12","2025-02-17",33.18,"Late",8,5
27568,27568,"Carrier C","2025-02-09","2025-02-13","2025-02-13",76.72,"On Time",4,0
27569,27569,"Carrier C","2025-02-09","2025-02-16","2025-02-21",10.84,"Late",12,5
27570,27570,"Carrier D","2025-02-08","2025-02-12","2025-02-12",48.04,"On Time",4,0
27571,27571,"Carrier B","2025-02-10","2025-02-11","2025-02-13",31.55,"Late",3,2
27572,27572,"Carrier A","2025-02-10","2025-02-11","2025-02-11",41.07,"On Time",1,0
27573,27573,"Carrier D","2025-02-08","2025-02-13","2025-02-13",66.59,"On Time",5,0
27574,27574,"Carrier D","2025-02-09","2025-02-13","2025-02-16",82.89,"Late",7,3
27575,27575,"Carrier D","2025-02-09","2025-02-14","2025-02-14",26.93,"On Time",5,0
27576,27576,"Carrier D","2025-02-10","2025-02-15","2025-02-15",37.29,"On Time",5,0
27577,27577,"Carrier B","2025-02-08","2025-02-12",NULL,23.33,"Not Delivered",NULL,0
27578,27578,"Carrier D","2025-02-08","2025-02-11","2025-02-11",25.63,"On Time",3,0
27579,27579,"Carrier D","2025-02-08","2025-02-12","2025-02-13",13.58,"Late",5,1
27580,27580,"Carrier A","2025-02-08","2025-02-12","2025-02-12",80.25,"On Time",4,0
27581,27581,"Carrier A","2025-02-08","2025-02-12","2025-02-10",74.40,"On Time",2,0
27582,27582,"Carrier C","2025-02-09","2025-02-11","2025-02-11",25.74,"On Time",2,0
27583,27583,"Carrier B","2025-02-10","2025-02-12","2025-02-13",70.34,"Late",3,1
27584,27584,"Carrier B","2025-02-09","2025-02-11","2025-02-10",36.52,"On Time",1,0
27585,27585,"Carrier D","2025-02-08","2025-02-11","2025-02-12",12.74,"Late",4,1
27586,27586,"Carrier A","2025-02-09","2025-02-11","2025-02-11",41.76,"On Time",2,0
27587,27587,"Carrier B","2025-02-09","2025-02-12","2025-02-12",64.89,"On Time",3,0
27588,27588,"Carrier C","2025-02-09","2025-02-13","2025-02-13",45.71,"On Time",4,0
27589,27589,"Carrier C","2025-02-08","2025-02-15","2025-02-15",30.10,"On Time",7,0
27590,27590,"Carrier D","2025-02-10","2025-02-11","2025-02-10",71.40,"On Time",0,0
27591,27591,"Carrier A","2025-02-08","2025-02-16","2025-02-18",53.07,"Late",10,2
27592,27592,"Carrier A","2025-02-08","2025-02-11","2025-02-11",42.60,"On Time",3,0
27593,27593,"Carrier A","2025-02-10","2025-02-11","2025-02-11",71.16,"On Time",1,0
27594,27594,"Carrier B","2025-02-09","2025-02-13","2025-02-15",25.14,"Late",6,2
27595,27595,"Carrier B","2025-02-10","2025-02-13","2025-02-12",20.58,"On Time",2,0
27596,27596,"Carrier C","2025-02-08","2025-02-13","2025-02-13",53.01,"On Time",5,0
27597,27597,"Carrier B","2025-02-09","2025-02-13",NULL,15.58,"Not Delivered",NULL,0
27598,27598,"Carrier C","2025-02-09","2025-02-16","2025-02-18",15.72,"Late",9,2
27599,27599,"Carrier B","2025-02-08","2025-02-12","2025-02-12",42.40,"On Time",4,0
27600,27600,"Carrier D","2025-02-10","2025-02-15","2025-02-15",60.31,"On Time",5,0
27601,27601,"Carrier A","2025-02-10","2025-02-16","2025-02-16",7.05,"On Time",6,0
27602,27602,"Carrier B","2025-02-10","2025-02-16","2025-02-16",17.78,"On Time",6,0
27603,27603,"Carrier D","2025-02-08","2025-02-11","2025-02-11",60.83,"On Time",3,0
27604,27604,"Carrier A","2025-02-09","2025-02-15",NULL,14.79,"Not Delivered",NULL,0
27605,27605,"Carrier A","2025-02-08","2025-02-15","2025-02-15",62.14,"On Time",7,0
27606,27606,"Carrier B","2025-02-11","2025-02-14","2025-02-14",47.50,"On Time",3,0
27607,27607,"Carrier A","2025-02-11","2025-02-12","2025-02-12",22.02,"On Time",1,0
27608,27608,"Carrier C","2025-02-09","2025-02-12","2025-02-11",26.79,"On Time",2,0
27609,27609,"Carrier C","2025-02-11","2025-02-12","2025-02-14",43.96,"Late",3,2
27610,27610,"Carrier B","2025-02-11","2025-02-14","2025-02-14",48.68,"On Time",3,0
27611,27611,"Carrier C","2025-02-10","2025-02-12","2025-02-12",80.09,"On Time",2,0
27612,27612,"Carrier B","2025-02-10","2025-02-15","2025-02-20",67.15,"Late",10,5
27613,27613,"Carrier D","2025-02-10","2025-02-16",NULL,5.46,"Not Delivered",NULL,0
27614,27614,"Carrier A","2025-02-11","2025-02-12","2025-02-12",58.43,"On Time",1,0
27615,27615,"Carrier B","2025-02-11","2025-02-12","2025-02-12",26.29,"On Time",1,0
27616,27616,"Carrier C","2025-02-10","2025-02-12","2025-02-12",20.72,"On Time",2,0
27617,27617,"Carrier D","2025-02-09","2025-02-13","2025-02-13",38.99,"On Time",4,0
27618,27618,"Carrier B","2025-02-09","2025-02-13","2025-02-13",35.63,"On Time",4,0
27619,27619,"Carrier C","2025-02-09","2025-02-17","2025-02-17",54.84,"On Time",8,0
27620,27620,"Carrier C","2025-02-09","2025-02-12","2025-02-13",40.46,"Late",4,1
27621,27621,"Carrier A","2025-02-10","2025-02-15","2025-02-16",55.75,"Late",6,1
27622,27622,"Carrier A","2025-02-11","2025-02-14","2025-02-14",56.35,"On Time",3,0
27623,27623,"Carrier A","2025-02-11","2025-02-12","2025-02-12",70.16,"On Time",1,0
27624,27624,"Carrier D","2025-02-11","2025-02-15","2025-02-17",65.02,"Late",6,2
27625,27625,"Carrier A","2025-02-11","2025-02-16","2025-02-16",70.40,"On Time",5,0
27626,27626,"Carrier D","2025-02-11","2025-02-17","2025-02-22",56.97,"Late",11,5
27627,27627,"Carrier C","2025-02-09","2025-02-12","2025-02-12",12.01,"On Time",3,0
27628,27628,"Carrier C","2025-02-09","2025-02-12","2025-02-12",47.40,"On Time",3,0
27629,27629,"Carrier C","2025-02-09","2025-02-15","2025-02-15",57.54,"On Time",6,0
27630,27630,"Carrier B","2025-02-11","2025-02-16","2025-02-21",18.33,"Late",10,5
27631,27631,"Carrier C","2025-02-11","2025-02-12","2025-02-17",80.57,"Late",6,5
27632,27632,"Carrier A","2025-02-10","2025-02-17","2025-02-17",40.30,"On Time",7,0
27633,27633,"Carrier A","2025-02-10","2025-02-14","2025-02-14",61.90,"On Time",4,0
27634,27634,"Carrier C","2025-02-10","2025-02-16","2025-02-16",43.79,"On Time",6,0
27635,27635,"Carrier A","2025-02-11","2025-02-15","2025-02-15",12.40,"On Time",4,0
27636,27636,"Carrier D","2025-02-11","2025-02-14","2025-02-12",50.80,"On Time",1,0
27637,27637,"Carrier B","2025-02-11","2025-02-13",NULL,46.74,"Not Delivered",NULL,0
27638,27638,"Carrier D","2025-02-09","2025-02-16","2025-02-21",51.64,"Late",12,5
27639,27639,"Carrier D","2025-02-09","2025-02-15","2025-02-15",31.69,"On Time",6,0
27640,27640,"Carrier A","2025-02-09","2025-02-13","2025-02-11",65.61,"On Time",2,0
27641,27641,"Carrier D","2025-02-09","2025-02-17","2025-02-17",67.00,"On Time",8,0
27642,27642,"Carrier B","2025-02-10","2025-02-16","2025-02-16",70.12,"On Time",6,0
27643,27643,"Carrier A","2025-02-11","2025-02-15","2025-02-15",27.63,"On Time",4,0
27644,27644,"Carrier A","2025-02-10","2025-02-17",NULL,34.51,"Not Delivered",NULL,0
27645,27645,"Carrier C","2025-02-09","2025-02-16",NULL,41.45,"Not Delivered",NULL,0
27646,27646,"Carrier D","2025-02-10","2025-02-12","2025-02-12",41.97,"On Time",2,0
27647,27647,"Carrier A","2025-02-11","2025-02-17","2025-02-17",84.82,"On Time",6,0
27648,27648,"Carrier D","2025-02-10","2025-02-17","2025-02-17",19.10,"On Time",7,0
27649,27649,"Carrier B","2025-02-10","2025-02-17","2025-02-17",44.85,"On Time",7,0
27650,27650,"Carrier B","2025-02-10","2025-02-13","2025-02-13",32.88,"On Time",3,0
27651,27651,"Carrier D","2025-02-09","2025-02-13","2025-02-14",70.49,"Late",5,1
27652,27652,"Carrier A","2025-02-10","2025-02-13","2025-02-13",50.21,"On Time",3,0
27653,27653,"Carrier D","2025-02-10","2025-02-15","2025-02-15",5.10,"On Time",5,0
27654,27654,"Carrier C","2025-02-10","2025-02-17","2025-02-20",32.61,"Late",10,3
27655,27655,"Carrier A","2025-02-11","2025-02-13","2025-02-13",34.73,"On Time",2,0
27656,27656,"Carrier C","2025-02-11","2025-02-15","2025-02-15",31.89,"On Time",4,0
27657,27657,"Carrier C","2025-02-09","2025-02-15","2025-02-14",74.31,"On Time",5,0
27658,27658,"Carrier D","2025-02-10","2025-02-17","2025-02-17",11.96,"On Time",7,0
27659,27659,"Carrier B","2025-02-10","2025-02-15","2025-02-15",12.56,"On Time",5,0
27660,27660,"Carrier B","2025-02-09","2025-02-15","2025-02-20",60.69,"Late",11,5
27661,27661,"Carrier A","2025-02-10","2025-02-13",NULL,48.41,"Not Delivered",NULL,0
27662,27662,"Carrier C","2025-02-10","2025-02-12",NULL,35.71,"Not Delivered",NULL,0
27663,27663,"Carrier C","2025-02-10","2025-02-17","2025-02-18",7.73,"Late",8,1
27664,27664,"Carrier C","2025-02-10","2025-02-14","2025-02-14",74.79,"On Time",4,0
27665,27665,"Carrier C","2025-02-10","2025-02-15","2025-02-15",29.07,"On Time",5,0
27666,27666,"Carrier B","2025-02-09","2025-02-15","2025-02-17",25.23,"Late",8,2
27667,27667,"Carrier B","2025-02-09","2025-02-12","2025-02-12",72.02,"On Time",3,0
27668,27668,"Carrier D","2025-02-11","2025-02-17","2025-02-17",13.06,"On Time",6,0
27669,27669,"Carrier C","2025-02-11","2025-02-14","2025-02-14",45.39,"On Time",3,0
27670,27670,"Carrier B","2025-02-11","2025-02-13","2025-02-13",22.15,"On Time",2,0
27671,27671,"Carrier C","2025-02-12","2025-02-16","2025-02-16",68.06,"On Time",4,0
27672,27672,"Carrier B","2025-02-12","2025-02-13","2025-02-14",65.12,"Late",2,1
27673,27673,"Carrier B","2025-02-11","2025-02-15","2025-02-18",16.84,"Late",7,3
27674,27674,"Carrier C","2025-02-12","2025-02-17","2025-02-19",45.88,"Late",7,2
27675,27675,"Carrier D","2025-02-12","2025-02-18","2025-02-18",68.66,"On Time",6,0
27676,27676,"Carrier B","2025-02-12","2025-02-18","2025-02-18",72.10,"On Time",6,0
27677,27677,"Carrier A","2025-02-11","2025-02-14","2025-02-14",13.41,"On Time",3,0
27678,27678,"Carrier C","2025-02-10","2025-02-18","2025-02-19",20.04,"Late",9,1
27679,27679,"Carrier D","2025-02-12","2025-02-18","2025-02-18",61.08,"On Time",6,0
27680,27680,"Carrier B","2025-02-12","2025-02-13","2025-02-14",27.08,"Late",2,1
27681,27681,"Carrier A","2025-02-12","2025-02-18","2025-02-19",50.50,"Late",7,1
27682,27682,"Carrier D","2025-02-12","2025-02-17","2025-02-19",62.00,"Late",7,2
27683,27683,"Carrier C","2025-02-10","2025-02-15","2025-02-20",23.94,"Late",10,5
27684,27684,"Carrier C","2025-02-11","2025-02-15","2025-02-22",5.32,"Late",11,7
27685,27685,"Carrier D","2025-02-12","2025-02-14","2025-02-21",14.25,"Late",9,7
27686,27686,"Carrier A","2025-02-11","2025-02-16","2025-02-18",22.61,"Late",7,2
27687,27687,"Carrier B","2025-02-12","2025-02-13","2025-02-13",13.08,"On Time",1,0
27688,27688,"Carrier A","2025-02-12","2025-02-15","2025-02-15",84.50,"On Time",3,0
27689,27689,"Carrier A","2025-02-10","2025-02-13","2025-02-13",59.72,"On Time",3,0
27690,27690,"Carrier C","2025-02-12","2025-02-16","2025-02-21",44.05,"Late",9,5
27691,27691,"Carrier A","2025-02-10","2025-02-17","2025-02-16",67.22,"On Time",6,0
27692,27692,"Carrier B","2025-02-11","2025-02-18","2025-02-20",17.57,"Late",9,2
27693,27693,"Carrier A","2025-02-11","2025-02-14","2025-02-15",84.15,"Late",4,1
27694,27694,"Carrier D","2025-02-11","2025-02-15","2025-02-15",48.03,"On Time",4,0
27695,27695,"Carrier B","2025-02-12","2025-02-18","2025-02-21",30.56,"Late",9,3
27696,27696,"Carrier D","2025-02-11","2025-02-18","2025-02-18",30.92,"On Time",7,0
27697,27697,"Carrier A","2025-02-11","2025-02-18","2025-02-18",67.05,"On Time",7,0
27698,27698,"Carrier D","2025-02-10","2025-02-13","2025-02-13",23.45,"On Time",3,0
27699,27699,"Carrier C","2025-02-10","2025-02-14",NULL,32.64,"Not Delivered",NULL,0
27700,27700,"Carrier D","2025-02-10","2025-02-13","2025-02-14",54.68,"Late",4,1
27701,27701,"Carrier A","2025-02-10","2025-02-18","2025-02-18",23.05,"On Time",8,0
27702,27702,"Carrier C","2025-02-11","2025-02-16","2025-02-16",69.49,"On Time",5,0
27703,27703,"Carrier C","2025-02-11","2025-02-15","2025-02-15",44.77,"On Time",4,0
27704,27704,"Carrier B","2025-02-10","2025-02-14","2025-02-16",74.06,"Late",6,2
27705,27705,"Carrier A","2025-02-12","2025-02-13","2025-02-15",42.71,"Late",3,2
27706,27706,"Carrier C","2025-02-11","2025-02-14","2025-02-15",66.04,"Late",4,1
27707,27707,"Carrier A","2025-02-12","2025-02-17","2025-02-17",19.63,"On Time",5,0
27708,27708,"Carrier D","2025-02-12","2025-02-14","2025-02-12",20.53,"On Time",0,0
27709,27709,"Carrier C","2025-02-11","2025-02-13","2025-02-13",35.57,"On Time",2,0
27710,27710,"Carrier D","2025-02-12","2025-02-15","2025-02-18",62.02,"Late",6,3
27711,27711,"Carrier B","2025-02-10","2025-02-15","2025-02-15",13.44,"On Time",5,0
27712,27712,"Carrier A","2025-02-11","2025-02-16","2025-02-14",43.68,"On Time",3,0
27713,27713,"Carrier B","2025-02-10","2025-02-16","2025-02-16",51.86,"On Time",6,0
27714,27714,"Carrier A","2025-02-12","2025-02-15","2025-02-22",14.24,"Late",10,7
27715,27715,"Carrier C","2025-02-10","2025-02-14","2025-02-14",58.34,"On Time",4,0
27716,27716,"Carrier D","2025-02-11","2025-02-13",NULL,77.63,"Not Delivered",NULL,0
27717,27717,"Carrier C","2025-02-10","2025-02-18","2025-02-20",45.51,"Late",10,2
27718,27718,"Carrier B","2025-02-12","2025-02-15","2025-02-17",77.67,"Late",5,2
27719,27719,"Carrier A","2025-02-10","2025-02-16","2025-02-16",78.68,"On Time",6,0
27720,27720,"Carrier C","2025-02-10","2025-02-16","2025-02-16",76.69,"On Time",6,0
27721,27721,"Carrier A","2025-02-10","2025-02-14","2025-02-14",10.54,"On Time",4,0
27722,27722,"Carrier D","2025-02-11","2025-02-15","2025-02-17",54.10,"Late",6,2
27723,27723,"Carrier A","2025-02-11","2025-02-16","2025-02-16",47.24,"On Time",5,0
27724,27724,"Carrier D","2025-02-10","2025-02-15","2025-02-15",56.77,"On Time",5,0
27725,27725,"Carrier A","2025-02-12","2025-02-14","2025-02-17",26.96,"Late",5,3
27726,27726,"Carrier C","2025-02-11","2025-02-13",NULL,22.20,"Not Delivered",NULL,0
27727,27727,"Carrier A","2025-02-10","2025-02-17",NULL,78.78,"Not Delivered",NULL,0
27728,27728,"Carrier A","2025-02-11","2025-02-17","2025-02-16",53.42,"On Time",5,0
27729,27729,"Carrier C","2025-02-11","2025-02-17",NULL,33.66,"Not Delivered",NULL,0
27730,27730,"Carrier C","2025-02-11","2025-02-16","2025-02-18",54.22,"Late",7,2
27731,27731,"Carrier B","2025-02-13","2025-02-15","2025-02-15",71.14,"On Time",2,0
27732,27732,"Carrier B","2025-02-11","2025-02-18","2025-02-18",43.93,"On Time",7,0
27733,27733,"Carrier B","2025-02-13","2025-02-14","2025-02-14",69.51,"On Time",1,0
27734,27734,"Carrier C","2025-02-12","2025-02-19","2025-02-19",80.06,"On Time",7,0
27735,27735,"Carrier C","2025-02-13","2025-02-15","2025-02-17",5.36,"Late",4,2
27736,27736,"Carrier D","2025-02-11","2025-02-17","2025-02-17",77.16,"On Time",6,0
27737,27737,"Carrier A","2025-02-13","2025-02-17","2025-02-18",47.46,"Late",5,1
27738,27738,"Carrier A","2025-02-12","2025-02-15","2025-02-15",33.69,"On Time",3,0
27739,27739,"Carrier D","2025-02-13","2025-02-17","2025-02-17",74.72,"On Time",4,0
27740,27740,"Carrier C","2025-02-11","2025-02-16",NULL,62.58,"Not Delivered",NULL,0
27741,27741,"Carrier A","2025-02-12","2025-02-14","2025-02-13",25.15,"On Time",1,0
27742,27742,"Carrier A","2025-02-11","2025-02-17","2025-02-17",5.11,"On Time",6,0
27743,27743,"Carrier B","2025-02-13","2025-02-19","2025-02-26",37.71,"Late",13,7
27744,27744,"Carrier D","2025-02-11","2025-02-17","2025-02-17",50.52,"On Time",6,0
27745,27745,"Carrier A","2025-02-11","2025-02-16","2025-02-16",32.33,"On Time",5,0
27746,27746,"Carrier D","2025-02-12","2025-02-16","2025-02-16",72.50,"On Time",4,0
27747,27747,"Carrier D","2025-02-12","2025-02-17","2025-02-19",81.88,"Late",7,2
27748,27748,"Carrier A","2025-02-12","2025-02-16","2025-02-23",61.71,"Late",11,7
27749,27749,"Carrier B","2025-02-11","2025-02-18",NULL,19.05,"Not Delivered",NULL,0
27750,27750,"Carrier A","2025-02-13","2025-02-18","2025-02-18",84.44,"On Time",5,0
27751,27751,"Carrier D","2025-02-11","2025-02-16",NULL,53.59,"Not Delivered",NULL,0
27752,27752,"Carrier B","2025-02-11","2025-02-14","2025-02-14",65.10,"On Time",3,0
27753,27753,"Carrier D","2025-02-12","2025-02-14","2025-02-13",46.81,"On Time",1,0
27754,27754,"Carrier B","2025-02-11","2025-02-19","2025-02-19",62.32,"On Time",8,0
27755,27755,"Carrier B","2025-02-12","2025-02-16","2025-02-21",37.39,"Late",9,5
27756,27756,"Carrier A","2025-02-11","2025-02-17","2025-02-17",62.12,"On Time",6,0
27757,27757,"Carrier D","2025-02-13","2025-02-14","2025-02-12",74.04,"On Time",-1,0
27758,27758,"Carrier C","2025-02-11","2025-02-17","2025-02-20",75.30,"Late",9,3
27759,27759,"Carrier A","2025-02-13","2025-02-16","2025-02-19",53.37,"Late",6,3
27760,27760,"Carrier A","2025-02-11","2025-02-14","2025-02-14",32.71,"On Time",3,0
27761,27761,"Carrier D","2025-02-13","2025-02-17","2025-02-17",30.14,"On Time",4,0
27762,27762,"Carrier A","2025-02-12","2025-02-19","2025-02-19",79.90,"On Time",7,0
27763,27763,"Carrier B","2025-02-12","2025-02-14","2025-02-15",20.31,"Late",3,1
27764,27764,"Carrier C","2025-02-12","2025-02-19","2025-02-20",19.61,"Late",8,1
27765,27765,"Carrier D","2025-02-12","2025-02-17","2025-02-17",12.51,"On Time",5,0
27766,27766,"Carrier D","2025-02-11","2025-02-19","2025-02-19",84.40,"On Time",8,0
27767,27767,"Carrier D","2025-02-12","2025-02-14","2025-02-16",78.55,"Late",4,2
27768,27768,"Carrier C","2025-02-11","2025-02-15","2025-02-13",62.49,"On Time",2,0
27769,27769,"Carrier C","2025-02-11","2025-02-14",NULL,77.61,"Not Delivered",NULL,0
27770,27770,"Carrier A","2025-02-11","2025-02-14","2025-02-14",48.40,"On Time",3,0
27771,27771,"Carrier D","2025-02-12","2025-02-14","2025-02-16",47.28,"Late",4,2
27772,27772,"Carrier A","2025-02-11","2025-02-14","2025-02-19",46.90,"Late",8,5
27773,27773,"Carrier B","2025-02-13","2025-02-17",NULL,29.46,"Not Delivered",NULL,0
27774,27774,"Carrier C","2025-02-13","2025-02-16",NULL,60.78,"Not Delivered",NULL,0
27775,27775,"Carrier B","2025-02-11","2025-02-15","2025-02-15",40.34,"On Time",4,0
27776,27776,"Carrier A","2025-02-12","2025-02-16","2025-02-16",45.10,"On Time",4,0
27777,27777,"Carrier B","2025-02-12","2025-02-16","2025-02-17",40.13,"Late",5,1
27778,27778,"Carrier D","2025-02-12","2025-02-15","2025-02-15",43.74,"On Time",3,0
27779,27779,"Carrier A","2025-02-11","2025-02-16",NULL,38.89,"Not Delivered",NULL,0
27780,27780,"Carrier A","2025-02-11","2025-02-19",NULL,70.82,"Not Delivered",NULL,0
27781,27781,"Carrier A","2025-02-12","2025-02-14","2025-02-17",22.94,"Late",5,3
27782,27782,"Carrier A","2025-02-11","2025-02-19","2025-02-19",62.04,"On Time",8,0
27783,27783,"Carrier D","2025-02-12","2025-02-17","2025-02-17",64.20,"On Time",5,0
27784,27784,"Carrier B","2025-02-13","2025-02-18","2025-02-18",76.93,"On Time",5,0
27785,27785,"Carrier D","2025-02-11","2025-02-14","2025-02-15",78.40,"Late",4,1
27786,27786,"Carrier B","2025-02-13","2025-02-19","2025-02-20",83.93,"Late",7,1
27787,27787,"Carrier B","2025-02-11","2025-02-17","2025-02-17",64.32,"On Time",6,0
27788,27788,"Carrier A","2025-02-12","2025-02-16","2025-02-17",62.79,"Late",5,1
27789,27789,"Carrier B","2025-02-11","2025-02-18",NULL,21.98,"Not Delivered",NULL,0
27790,27790,"Carrier A","2025-02-13","2025-02-17","2025-02-17",19.69,"On Time",4,0
27791,27791,"Carrier C","2025-02-11","2025-02-18","2025-02-23",63.12,"Late",12,5
27792,27792,"Carrier D","2025-02-13","2025-02-18","2025-02-18",31.71,"On Time",5,0
27793,27793,"Carrier D","2025-02-11","2025-02-14","2025-02-15",64.59,"Late",4,1
27794,27794,"Carrier D","2025-02-12","2025-02-18","2025-02-18",29.57,"On Time",6,0
27795,27795,"Carrier C","2025-02-13","2025-02-16","2025-02-16",38.76,"On Time",3,0
27796,27796,"Carrier A","2025-02-13","2025-02-14",NULL,81.00,"Not Delivered",NULL,0
27797,27797,"Carrier A","2025-02-12","2025-02-15","2025-02-15",26.26,"On Time",3,0
27798,27798,"Carrier D","2025-02-11","2025-02-14","2025-02-13",47.53,"On Time",2,0
27799,27799,"Carrier A","2025-02-13","2025-02-15","2025-02-14",37.75,"On Time",1,0
27800,27800,"Carrier C","2025-02-11","2025-02-19","2025-02-18",13.03,"On Time",7,0
27801,27801,"Carrier D","2025-02-11","2025-02-19",NULL,58.40,"Not Delivered",NULL,0
27802,27802,"Carrier A","2025-02-13","2025-02-14","2025-02-17",84.03,"Late",4,3
27803,27803,"Carrier D","2025-02-13","2025-02-17",NULL,18.67,"Not Delivered",NULL,0
27804,27804,"Carrier B","2025-02-13","2025-02-15","2025-02-15",43.45,"On Time",2,0
27805,27805,"Carrier A","2025-02-13","2025-02-19","2025-02-22",12.07,"Late",9,3
27806,27806,"Carrier B","2025-02-12","2025-02-18",NULL,52.36,"Not Delivered",NULL,0
27807,27807,"Carrier B","2025-02-11","2025-02-15",NULL,76.71,"Not Delivered",NULL,0
27808,27808,"Carrier B","2025-02-12","2025-02-14","2025-02-14",9.34,"On Time",2,0
27809,27809,"Carrier D","2025-02-12","2025-02-18","2025-02-18",81.92,"On Time",6,0
27810,27810,"Carrier C","2025-02-13","2025-02-15",NULL,5.56,"Not Delivered",NULL,0
27811,27811,"Carrier A","2025-02-13","2025-02-14","2025-02-14",67.44,"On Time",1,0
27812,27812,"Carrier D","2025-02-12","2025-02-14","2025-02-12",31.64,"On Time",0,0
27813,27813,"Carrier C","2025-02-12","2025-02-17","2025-02-18",75.67,"Late",6,1
27814,27814,"Carrier C","2025-02-11","2025-02-14","2025-02-14",50.97,"On Time",3,0
27815,27815,"Carrier C","2025-02-13","2025-02-18","2025-02-20",31.18,"Late",7,2
27816,27816,"Carrier B","2025-02-12","2025-02-19","2025-02-26",6.04,"Late",14,7
27817,27817,"Carrier A","2025-02-14","2025-02-18","2025-02-18",14.07,"On Time",4,0
27818,27818,"Carrier A","2025-02-14","2025-02-16","2025-02-16",38.06,"On Time",2,0
27819,27819,"Carrier D","2025-02-14","2025-02-18","2025-02-21",62.16,"Late",7,3
27820,27820,"Carrier C","2025-02-12","2025-02-20","2025-02-22",13.72,"Late",10,2
27821,27821,"Carrier D","2025-02-13","2025-02-18","2025-02-21",14.01,"Late",8,3
27822,27822,"Carrier D","2025-02-14","2025-02-18","2025-02-19",79.82,"Late",5,1
27823,27823,"Carrier B","2025-02-12","2025-02-18","2025-02-19",7.36,"Late",7,1
27824,27824,"Carrier D","2025-02-13","2025-02-18","2025-02-18",48.74,"On Time",5,0
27825,27825,"Carrier D","2025-02-13","2025-02-19","2025-02-18",63.24,"On Time",5,0
27826,27826,"Carrier C","2025-02-12","2025-02-16","2025-02-16",53.18,"On Time",4,0
27827,27827,"Carrier D","2025-02-12","2025-02-15","2025-02-15",20.08,"On Time",3,0
27828,27828,"Carrier D","2025-02-12","2025-02-18","2025-02-18",62.84,"On Time",6,0
27829,27829,"Carrier D","2025-02-14","2025-02-16","2025-02-23",62.54,"Late",9,7
27830,27830,"Carrier D","2025-02-13","2025-02-18","2025-02-18",36.72,"On Time",5,0
27831,27831,"Carrier A","2025-02-14","2025-02-19","2025-02-22",53.59,"Late",8,3
27832,27832,"Carrier B","2025-02-14","2025-02-17","2025-02-19",39.26,"Late",5,2
27833,27833,"Carrier C","2025-02-14","2025-02-16","2025-02-17",38.22,"Late",3,1
27834,27834,"Carrier C","2025-02-13","2025-02-18","2025-02-18",23.21,"On Time",5,0
27835,27835,"Carrier D","2025-02-13","2025-02-18","2025-02-18",39.59,"On Time",5,0
27836,27836,"Carrier A","2025-02-12","2025-02-15","2025-02-16",47.78,"Late",4,1
27837,27837,"Carrier D","2025-02-13","2025-02-20","2025-02-20",22.61,"On Time",7,0
27838,27838,"Carrier A","2025-02-13","2025-02-15","2025-02-15",40.05,"On Time",2,0
27839,27839,"Carrier B","2025-02-13","2025-02-18","2025-02-17",28.60,"On Time",4,0
27840,27840,"Carrier C","2025-02-12","2025-02-20","2025-02-20",15.72,"On Time",8,0
27841,27841,"Carrier C","2025-02-13","2025-02-15","2025-02-15",10.56,"On Time",2,0
27842,27842,"Carrier A","2025-02-14","2025-02-16","2025-02-19",74.83,"Late",5,3
27843,27843,"Carrier D","2025-02-14","2025-02-19","2025-02-24",69.41,"Late",10,5
27844,27844,"Carrier A","2025-02-12","2025-02-18","2025-02-23",34.83,"Late",11,5
27845,27845,"Carrier C","2025-02-14","2025-02-17","2025-02-17",56.69,"On Time",3,0
27846,27846,"Carrier B","2025-02-12","2025-02-16","2025-02-16",9.68,"On Time",4,0
27847,27847,"Carrier A","2025-02-14","2025-02-18",NULL,68.69,"Not Delivered",NULL,0
27848,27848,"Carrier B","2025-02-14","2025-02-16","2025-02-15",53.22,"On Time",1,0
