shipment_id,order_id,ship_date,expected_delivery_date,actual_delivery_date,carrier,shipping_cost
25145,25145,2025-01-06,2025-01-11,2025-01-10,Carrier A,33.39
25146,25146,2025-01-05,2025-01-07,2025-01-07,Carrier A,32.05
25147,25147,2025-01-05,2025-01-08,2025-01-08,Carrier B,18.04
25148,25148,2025-01-04,2025-01-12,2025-01-12,Carrier B,69.21
25149,25149,2025-01-06,2025-01-10,2025-01-10,Carrier D,72.2
25150,25150,2025-01-06,2025-01-07,2025-01-10,Carrier A,41.37
25151,25151,2025-01-05,2025-01-12,2025-01-12,Carrier A,25.5
25152,25152,2025-01-04,2025-01-12,2025-01-12,Carrier D,53.16
25153,25153,2025-01-05,2025-01-11,2025-01-13,Carrier A,73.37
25154,25154,2025-01-04,2025-01-12,2025-01-12,Carrier C,47.37
25155,25155,2025-01-06,2025-01-12,2025-01-12,Carrier A,72.12
25156,25156,2025-01-04,2025-01-09,2025-01-09,Carrier A,81.28
25157,25157,2025-01-04,2025-01-08,2025-01-08,Carrier C,64.45
25158,25158,2025-01-06,2025-01-08,2025-01-08,Carrier A,18.17
25159,25159,2025-01-06,2025-01-12,2025-01-12,Carrier D,66.58
25160,25160,2025-01-04,2025-01-08,2025-01-13,Carrier B,55.08
25161,25161,2025-01-05,2025-01-08,2025-01-10,Carrier C,56.8
25162,25162,2025-01-06,2025-01-07,2025-01-07,Carrier B,42.08
25163,25163,2025-01-06,2025-01-09,2025-01-09,Carrier C,22.3
25164,25164,2025-01-04,2025-01-07,2025-01-07,Carrier A,41.93
25165,25165,2025-01-04,2025-01-08,2025-01-10,Carrier A,51.18
25166,25166,2025-01-04,2025-01-07,2025-01-06,Carrier C,13.68
25167,25167,2025-01-04,2025-01-12,2025-01-12,Carrier D,37.26
25168,25168,2025-01-04,2025-01-11,2025-01-14,Carrier D,12.78
25169,25169,2025-01-06,2025-01-07,2025-01-07,Carrier B,60.77
25170,25170,2025-01-05,2025-01-11,2025-01-12,Carrier A,23.94
25171,25171,2025-01-05,2025-01-11,2025-01-11,Carrier D,42.15
25172,25172,2025-01-04,2025-01-12,2025-01-12,Carrier B,8.68
25173,25173,2025-01-06,2025-01-12,2025-01-12,Carrier D,82.94
25174,25174,2025-01-04,2025-01-07,2025-01-07,Carrier A,78.5
25175,25175,2025-01-04,2025-01-11,,Carrier A,5.99
25176,25176,2025-01-05,2025-01-07,2025-01-07,Carrier B,13.95
25177,25177,2025-01-05,2025-01-09,2025-01-09,Carrier B,79.83
25178,25178,2025-01-06,2025-01-10,2025-01-10,Carrier C,83.76
25179,25179,2025-01-05,2025-01-08,2025-01-08,Carrier C,59.82
25180,25180,2025-01-06,2025-01-10,2025-01-10,Carrier A,58.0
25181,25181,2025-01-04,2025-01-07,2025-01-07,Carrier B,7.64
25182,25182,2025-01-04,2025-01-07,2025-01-07,Carrier A,54.42
25183,25183,2025-01-04,2025-01-09,2025-01-09,Carrier D,69.25
25184,25184,2025-01-05,2025-01-08,,Carrier C,62.84
25185,25185,2025-01-04,2025-01-12,2025-01-12,Carrier A,71.62
25186,25186,2025-01-06,2025-01-11,2025-01-11,Carrier D,15.74
25187,25187,2025-01-04,2025-01-11,2025-01-11,Carrier C,28.1
25188,25188,2025-01-06,2025-01-07,2025-01-07,Carrier C,30.59
25189,25189,2025-01-04,2025-01-11,2025-01-12,Carrier C,67.22
25190,25190,2025-01-04,2025-01-08,2025-01-08,Carrier B,81.18
25191,25191,2025-01-05,2025-01-10,2025-01-10,Carrier D,61.46
25192,25192,2025-01-06,2025-01-08,2025-01-08,Carrier D,6.43
25193,25193,2025-01-05,2025-01-07,2025-01-07,Carrier D,38.84
25194,25194,2025-01-04,2025-01-07,2025-01-07,Carrier C,65.67
25195,25195,2025-01-04,2025-01-10,2025-01-10,Carrier A,73.55
25196,25196,2025-01-05,2025-01-08,,Carrier B,54.03
25197,25197,2025-01-04,2025-01-09,2025-01-16,Carrier C,14.68
25198,25198,2025-01-04,2025-01-09,2025-01-09,Carrier C,65.72
25199,25199,2025-01-06,2025-01-08,2025-01-08,Carrier C,58.37
25200,25200,2025-01-04,2025-01-11,,Carrier D,71.99
25201,25201,2025-01-05,2025-01-08,2025-01-08,Carrier A,64.18
25202,25202,2025-01-06,2025-01-08,2025-01-10,Carrier B,59.08
25203,25203,2025-01-05,2025-01-10,2025-01-10,Carrier B,72.23
25204,25204,2025-01-06,2025-01-10,2025-01-13,Carrier C,23.55
25205,25205,2025-01-05,2025-01-10,2025-01-10,Carrier D,13.04
25206,25206,2025-01-05,2025-01-09,2025-01-07,Carrier B,56.04
25207,25207,2025-01-07,2025-01-13,2025-01-13,Carrier D,42.08
25208,25208,2025-01-07,2025-01-10,2025-01-10,Carrier D,46.09
25209,25209,2025-01-06,2025-01-13,2025-01-13,Carrier D,23.62
25210,25210,2025-01-07,2025-01-09,2025-01-09,Carrier C,56.77
25211,25211,2025-01-07,2025-01-08,2025-01-08,Carrier C,9.2
25212,25212,2025-01-06,2025-01-08,2025-01-08,Carrier C,33.66
25213,25213,2025-01-07,2025-01-09,2025-01-12,Carrier D,43.76
25214,25214,2025-01-05,2025-01-11,,Carrier B,74.06
25215,25215,2025-01-05,2025-01-13,2025-01-13,Carrier B,41.49
25216,25216,2025-01-05,2025-01-12,2025-01-12,Carrier D,66.84
25217,25217,2025-01-05,2025-01-12,,Carrier A,59.63
25218,25218,2025-01-07,2025-01-08,2025-01-08,Carrier C,24.04
25219,25219,2025-01-07,2025-01-12,2025-01-12,Carrier C,44.03
25220,25220,2025-01-06,2025-01-10,2025-01-12,Carrier B,6.71
25221,25221,2025-01-05,2025-01-12,2025-01-17,Carrier A,72.66
25222,25222,2025-01-06,2025-01-09,2025-01-09,Carrier B,26.07
25223,25223,2025-01-07,2025-01-12,2025-01-12,Carrier C,69.85
25224,25224,2025-01-07,2025-01-08,2025-01-08,Carrier A,24.29
25225,25225,2025-01-07,2025-01-10,2025-01-11,Carrier C,7.55
25226,25226,2025-01-06,2025-01-09,2025-01-09,Carrier C,5.38
25227,25227,2025-01-06,2025-01-10,,Carrier B,64.8
25228,25228,2025-01-07,2025-01-12,2025-01-14,Carrier C,11.24
25229,25229,2025-01-05,2025-01-13,2025-01-15,Carrier A,9.43
25230,25230,2025-01-06,2025-01-11,2025-01-11,Carrier C,5.99
25231,25231,2025-01-07,2025-01-08,2025-01-08,Carrier C,8.2
25232,25232,2025-01-06,2025-01-11,2025-01-11,Carrier B,17.81
25233,25233,2025-01-07,2025-01-13,2025-01-13,Carrier B,29.08
25234,25234,2025-01-06,2025-01-09,2025-01-09,Carrier D,64.88
25235,25235,2025-01-07,2025-01-12,2025-01-13,Carrier A,25.4
25236,25236,2025-01-06,2025-01-10,2025-01-10,Carrier A,22.38
25237,25237,2025-01-06,2025-01-12,2025-01-12,Carrier C,36.2
25238,25238,2025-01-05,2025-01-13,2025-01-16,Carrier D,46.91
25239,25239,2025-01-07,2025-01-08,2025-01-09,Carrier D,72.14
25240,25240,2025-01-07,2025-01-09,2025-01-09,Carrier D,10.89
25241,25241,2025-01-06,2025-01-10,2025-01-10,Carrier A,60.52
25242,25242,2025-01-06,2025-01-11,2025-01-13,Carrier A,73.29
25243,25243,2025-01-05,2025-01-13,2025-01-12,Carrier C,56.2
25244,25244,2025-01-06,2025-01-11,2025-01-11,Carrier D,36.57
25245,25245,2025-01-07,2025-01-11,2025-01-14,Carrier D,72.36
25246,25246,2025-01-06,2025-01-10,2025-01-10,Carrier C,76.54
25247,25247,2025-01-07,2025-01-08,2025-01-08,Carrier A,75.9
25248,25248,2025-01-06,2025-01-10,2025-01-10,Carrier C,10.66
25249,25249,2025-01-07,2025-01-09,2025-01-10,Carrier C,49.47
25250,25250,2025-01-07,2025-01-12,2025-01-12,Carrier A,12.22
25251,25251,2025-01-05,2025-01-13,2025-01-18,Carrier D,10.46
25252,25252,2025-01-07,2025-01-10,2025-01-15,Carrier B,14.96
25253,25253,2025-01-06,2025-01-12,,Carrier C,14.44
25254,25254,2025-01-07,2025-01-09,2025-01-09,Carrier D,63.52
25255,25255,2025-01-06,2025-01-10,2025-01-17,Carrier B,5.07
25256,25256,2025-01-06,2025-01-09,2025-01-09,Carrier A,19.16
25257,25257,2025-01-05,2025-01-08,2025-01-11,Carrier B,54.91
25258,25258,2025-01-06,2025-01-09,2025-01-09,Carrier D,33.46
25259,25259,2025-01-05,2025-01-11,2025-01-11,Carrier B,53.73
25260,25260,2025-01-07,2025-01-11,2025-01-11,Carrier A,70.9
25261,25261,2025-01-07,2025-01-08,2025-01-07,Carrier A,31.07
25262,25262,2025-01-07,2025-01-08,2025-01-08,Carrier D,76.88
25263,25263,2025-01-07,2025-01-10,,Carrier B,83.77
25264,25264,2025-01-06,2025-01-08,2025-01-09,Carrier A,16.28
25265,25265,2025-01-06,2025-01-13,2025-01-14,Carrier A,33.24
25266,25266,2025-01-06,2025-01-10,2025-01-10,Carrier A,18.0
25267,25267,2025-01-05,2025-01-10,2025-01-11,Carrier B,51.88
25268,25268,2025-01-05,2025-01-13,,Carrier D,17.92
25269,25269,2025-01-06,2025-01-13,2025-01-16,Carrier B,18.14
25270,25270,2025-01-05,2025-01-09,2025-01-09,Carrier A,59.72
25271,25271,2025-01-05,2025-01-11,2025-01-11,Carrier A,47.51
25272,25272,2025-01-06,2025-01-11,2025-01-11,Carrier D,44.88
25273,25273,2025-01-07,2025-01-12,2025-01-12,Carrier A,62.28
25274,25274,2025-01-06,2025-01-08,2025-01-13,Carrier B,26.67
25275,25275,2025-01-06,2025-01-09,2025-01-09,Carrier C,24.01
25276,25276,2025-01-05,2025-01-11,2025-01-11,Carrier C,52.49
25277,25277,2025-01-07,2025-01-11,2025-01-13,Carrier D,71.33
25278,25278,2025-01-07,2025-01-10,2025-01-10,Carrier B,80.36
25279,25279,2025-01-07,2025-01-09,2025-01-12,Carrier D,41.49
25280,25280,2025-01-05,2025-01-09,2025-01-09,Carrier C,82.66
25281,25281,2025-01-07,2025-01-11,2025-01-11,Carrier B,9.98
25282,25282,2025-01-06,2025-01-11,2025-01-11,Carrier C,76.59
25283,25283,2025-01-06,2025-01-14,2025-01-14,Carrier B,16.31
25284,25284,2025-01-06,2025-01-12,2025-01-10,Carrier B,81.74
25285,25285,2025-01-08,2025-01-10,2025-01-10,Carrier A,29.65
25286,25286,2025-01-08,2025-01-14,2025-01-14,Carrier A,25.82
25287,25287,2025-01-07,2025-01-13,2025-01-16,Carrier A,33.07
25288,25288,2025-01-08,2025-01-11,2025-01-11,Carrier C,76.56
25289,25289,2025-01-07,2025-01-14,,Carrier A,8.28
25290,25290,2025-01-07,2025-01-10,2025-01-10,Carrier D,56.72
25291,25291,2025-01-08,2025-01-14,2025-01-14,Carrier B,71.95
25292,25292,2025-01-06,2025-01-13,2025-01-12,Carrier D,38.32
25293,25293,2025-01-08,2025-01-14,2025-01-17,Carrier C,48.31
25294,25294,2025-01-08,2025-01-10,2025-01-11,Carrier C,49.94
25295,25295,2025-01-08,2025-01-12,2025-01-11,Carrier D,70.24
25296,25296,2025-01-08,2025-01-10,2025-01-10,Carrier A,48.78
25297,25297,2025-01-07,2025-01-13,,Carrier C,15.14
25298,25298,2025-01-07,2025-01-09,2025-01-09,Carrier C,15.38
25299,25299,2025-01-06,2025-01-14,2025-01-14,Carrier D,17.94
25300,25300,2025-01-06,2025-01-14,2025-01-14,Carrier B,37.46
25301,25301,2025-01-06,2025-01-13,2025-01-13,Carrier B,15.24
25302,25302,2025-01-06,2025-01-10,2025-01-12,Carrier C,79.03
25303,25303,2025-01-07,2025-01-11,2025-01-14,Carrier C,81.71
25304,25304,2025-01-07,2025-01-11,2025-01-11,Carrier D,31.11
25305,25305,2025-01-07,2025-01-10,,Carrier B,7.02
25306,25306,2025-01-06,2025-01-11,2025-01-14,Carrier C,64.91
25307,25307,2025-01-08,2025-01-11,2025-01-11,Carrier C,14.92
25308,25308,2025-01-08,2025-01-13,2025-01-13,Carrier D,76.65
25309,25309,2025-01-06,2025-01-14,2025-01-19,Carrier B,49.23
25310,25310,2025-01-07,2025-01-14,2025-01-16,Carrier C,52.31
25311,25311,2025-01-06,2025-01-11,2025-01-11,Carrier C,46.25
25312,25312,2025-01-07,2025-01-11,2025-01-11,Carrier D,23.6
25313,25313,2025-01-08,2025-01-12,2025-01-12,Carrier C,20.05
25314,25314,2025-01-07,2025-01-09,2025-01-09,Carrier A,57.03
25315,25315,2025-01-08,2025-01-12,2025-01-12,Carrier B,76.07
25316,25316,2025-01-06,2025-01-11,2025-01-11,Carrier A,80.44
25317,25317,2025-01-08,2025-01-14,2025-01-13,Carrier A,59.48
25318,25318,2025-01-07,2025-01-13,2025-01-18,Carrier B,70.19
25319,25319,2025-01-06,2025-01-11,2025-01-16,Carrier D,82.37
25320,25320,2025-01-06,2025-01-11,2025-01-18,Carrier B,84.13
25321,25321,2025-01-07,2025-01-12,,Carrier D,55.92
25322,25322,2025-01-07,2025-01-10,2025-01-15,Carrier D,59.49
25323,25323,2025-01-07,2025-01-14,2025-01-14,Carrier C,37.88
25324,25324,2025-01-07,2025-01-14,2025-01-14,Carrier C,21.44
25325,25325,2025-01-06,2025-01-11,2025-01-11,Carrier B,50.81
25326,25326,2025-01-08,2025-01-11,2025-01-11,Carrier C,6.08
25327,25327,2025-01-06,2025-01-13,2025-01-14,Carrier A,25.31
25328,25328,2025-01-08,2025-01-12,2025-01-12,Carrier C,7.89
25329,25329,2025-01-07,2025-01-13,2025-01-13,Carrier B,49.12
25330,25330,2025-01-06,2025-01-10,,Carrier A,53.29
25331,25331,2025-01-06,2025-01-12,2025-01-12,Carrier C,36.66
25332,25332,2025-01-07,2025-01-11,2025-01-12,Carrier D,25.56
25333,25333,2025-01-06,2025-01-13,2025-01-13,Carrier A,61.36
25334,25334,2025-01-06,2025-01-14,2025-01-17,Carrier C,33.3
25335,25335,2025-01-07,2025-01-13,2025-01-13,Carrier B,78.52
25336,25336,2025-01-06,2025-01-12,2025-01-12,Carrier B,32.09
25337,25337,2025-01-07,2025-01-10,2025-01-13,Carrier A,83.15
25338,25338,2025-01-08,2025-01-12,2025-01-12,Carrier D,58.2
25339,25339,2025-01-07,2025-01-14,,Carrier B,53.56
25340,25340,2025-01-08,2025-01-10,2025-01-11,Carrier B,13.78
25341,25341,2025-01-06,2025-01-09,2025-01-14,Carrier A,51.09
25342,25342,2025-01-06,2025-01-12,2025-01-10,Carrier A,82.3
25343,25343,2025-01-06,2025-01-09,2025-01-09,Carrier D,77.1
25344,25344,2025-01-07,2025-01-12,2025-01-10,Carrier A,54.99
25345,25345,2025-01-06,2025-01-09,2025-01-09,Carrier D,47.26
25346,25346,2025-01-06,2025-01-12,2025-01-12,Carrier B,12.22
25347,25347,2025-01-08,2025-01-10,2025-01-15,Carrier A,10.49
25348,25348,2025-01-07,2025-01-14,2025-01-14,Carrier B,66.87
25349,25349,2025-01-06,2025-01-14,2025-01-14,Carrier B,47.62
25350,25350,2025-01-06,2025-01-12,2025-01-12,Carrier A,82.54
25351,25351,2025-01-08,2025-01-10,2025-01-10,Carrier A,14.47
25352,25352,2025-01-06,2025-01-12,2025-01-14,Carrier B,52.79
25353,25353,2025-01-07,2025-01-13,2025-01-13,Carrier B,73.04
25354,25354,2025-01-06,2025-01-12,2025-01-14,Carrier A,17.48
25355,25355,2025-01-06,2025-01-13,,Carrier A,35.37
25356,25356,2025-01-07,2025-01-13,,Carrier D,60.34
25357,25357,2025-01-09,2025-01-13,2025-01-18,Carrier A,67.49
25358,25358,2025-01-08,2025-01-14,2025-01-14,Carrier C,82.61
25359,25359,2025-01-07,2025-01-11,2025-01-11,Carrier A,16.7
25360,25360,2025-01-09,2025-01-15,2025-01-15,Carrier B,76.87
25361,25361,2025-01-09,2025-01-12,2025-01-12,Carrier D,11.04
25362,25362,2025-01-08,2025-01-12,2025-01-12,Carrier A,38.74
25363,25363,2025-01-08,2025-01-15,2025-01-15,Carrier C,29.44
25364,25364,2025-01-09,2025-01-12,2025-01-12,Carrier D,19.92
25365,25365,2025-01-09,2025-01-11,2025-01-11,Carrier A,33.57
25366,25366,2025-01-07,2025-01-12,2025-01-12,Carrier D,25.72
25367,25367,2025-01-09,2025-01-10,2025-01-10,Carrier A,25.27
25368,25368,2025-01-08,2025-01-11,2025-01-10,Carrier A,69.25
25369,25369,2025-01-09,2025-01-15,2025-01-15,Carrier C,15.9
25370,25370,2025-01-09,2025-01-14,2025-01-14,Carrier C,42.61
25371,25371,2025-01-07,2025-01-12,2025-01-14,Carrier A,81.23
25372,25372,2025-01-08,2025-01-15,2025-01-15,Carrier C,82.84
25373,25373,2025-01-09,2025-01-14,2025-01-14,Carrier C,67.75
25374,25374,2025-01-09,2025-01-14,2025-01-15,Carrier A,16.93
25375,25375,2025-01-08,2025-01-14,2025-01-15,Carrier B,29.23
25376,25376,2025-01-08,2025-01-13,2025-01-13,Carrier B,84.69
25377,25377,2025-01-07,2025-01-13,2025-01-13,Carrier B,41.29
25378,25378,2025-01-09,2025-01-11,2025-01-11,Carrier C,10.96
25379,25379,2025-01-08,2025-01-13,2025-01-13,Carrier C,9.17
25380,25380,2025-01-09,2025-01-13,2025-01-15,Carrier C,5.56
25381,25381,2025-01-08,2025-01-13,2025-01-13,Carrier A,72.56
25382,25382,2025-01-09,2025-01-14,2025-01-16,Carrier A,38.91
25383,25383,2025-01-08,2025-01-15,,Carrier A,49.4
25384,25384,2025-01-09,2025-01-14,2025-01-16,Carrier D,61.8
25385,25385,2025-01-09,2025-01-15,2025-01-15,Carrier B,59.51
25386,25386,2025-01-07,2025-01-12,2025-01-15,Carrier A,54.0
25387,25387,2025-01-09,2025-01-13,2025-01-13,Carrier B,71.43
25388,25388,2025-01-07,2025-01-15,2025-01-16,Carrier A,59.73
25389,25389,2025-01-08,2025-01-13,2025-01-13,Carrier D,44.58
25390,25390,2025-01-07,2025-01-15,2025-01-14,Carrier C,73.17
25391,25391,2025-01-07,2025-01-15,2025-01-15,Carrier C,44.97
25392,25392,2025-01-07,2025-01-12,2025-01-12,Carrier C,82.88
25393,25393,2025-01-08,2025-01-14,2025-01-21,Carrier C,31.84
25394,25394,2025-01-08,2025-01-11,2025-01-11,Carrier C,74.05
25395,25395,2025-01-07,2025-01-13,2025-01-18,Carrier D,35.1
25396,25396,2025-01-07,2025-01-12,2025-01-11,Carrier A,36.91
25397,25397,2025-01-08,2025-01-15,2025-01-15,Carrier B,84.0
25398,25398,2025-01-09,2025-01-11,2025-01-11,Carrier C,58.42
25399,25399,2025-01-09,2025-01-15,2025-01-20,Carrier D,59.3
25400,25400,2025-01-07,2025-01-12,,Carrier A,26.41
25401,25401,2025-01-07,2025-01-15,2025-01-15,Carrier B,78.62
25402,25402,2025-01-08,2025-01-13,2025-01-13,Carrier D,26.1
25403,25403,2025-01-09,2025-01-12,2025-01-15,Carrier D,65.17
25404,25404,2025-01-07,2025-01-11,2025-01-11,Carrier D,51.85
25405,25405,2025-01-08,2025-01-11,2025-01-11,Carrier D,25.13
25406,25406,2025-01-09,2025-01-14,2025-01-14,Carrier A,7.33
25407,25407,2025-01-08,2025-01-11,2025-01-13,Carrier C,82.09
25408,25408,2025-01-09,2025-01-12,2025-01-12,Carrier A,40.22
25409,25409,2025-01-07,2025-01-11,2025-01-11,Carrier B,18.2
25410,25410,2025-01-09,2025-01-14,2025-01-15,Carrier B,17.28
25411,25411,2025-01-08,2025-01-15,2025-01-15,Carrier A,54.55
25412,25412,2025-01-07,2025-01-12,2025-01-12,Carrier C,54.29
25413,25413,2025-01-07,2025-01-15,2025-01-18,Carrier B,71.38
25414,25414,2025-01-08,2025-01-12,2025-01-12,Carrier C,73.54
25415,25415,2025-01-09,2025-01-11,2025-01-11,Carrier B,42.15
25416,25416,2025-01-09,2025-01-10,2025-01-10,Carrier D,68.35
25417,25417,2025-01-07,2025-01-10,,Carrier D,68.99
25418,25418,2025-01-09,2025-01-14,2025-01-14,Carrier D,76.17
25419,25419,2025-01-07,2025-01-10,2025-01-11,Carrier A,80.9
25420,25420,2025-01-09,2025-01-13,2025-01-12,Carrier B,46.0
25421,25421,2025-01-09,2025-01-13,2025-01-14,Carrier D,18.46
25422,25422,2025-01-08,2025-01-10,2025-01-10,Carrier B,69.2
25423,25423,2025-01-08,2025-01-15,2025-01-17,Carrier C,65.65
25424,25424,2025-01-08,2025-01-15,2025-01-15,Carrier A,22.17
25425,25425,2025-01-08,2025-01-11,2025-01-10,Carrier D,12.95
25426,25426,2025-01-09,2025-01-14,2025-01-21,Carrier B,48.81
25427,25427,2025-01-08,2025-01-13,2025-01-15,Carrier D,11.14
25428,25428,2025-01-09,2025-01-14,2025-01-17,Carrier D,34.2
25429,25429,2025-01-10,2025-01-13,2025-01-14,Carrier B,70.07
25430,25430,2025-01-09,2025-01-15,2025-01-17,Carrier C,18.55
25431,25431,2025-01-08,2025-01-15,2025-01-15,Carrier D,61.98
25432,25432,2025-01-08,2025-01-13,2025-01-16,Carrier A,32.96
25433,25433,2025-01-10,2025-01-11,2025-01-11,Carrier A,48.43
25434,25434,2025-01-09,2025-01-14,2025-01-14,Carrier B,79.53
25435,25435,2025-01-10,2025-01-16,2025-01-16,Carrier D,53.95
25436,25436,2025-01-10,2025-01-12,2025-01-12,Carrier A,71.8
25437,25437,2025-01-10,2025-01-12,2025-01-12,Carrier C,74.93
25438,25438,2025-01-08,2025-01-12,2025-01-12,Carrier D,16.7
25439,25439,2025-01-08,2025-01-13,2025-01-16,Carrier B,78.75
25440,25440,2025-01-10,2025-01-15,2025-01-15,Carrier A,26.36
25441,25441,2025-01-08,2025-01-16,2025-01-16,Carrier D,63.04
25442,25442,2025-01-09,2025-01-11,2025-01-11,Carrier A,27.62
25443,25443,2025-01-09,2025-01-14,2025-01-14,Carrier A,34.18
25444,25444,2025-01-08,2025-01-12,2025-01-14,Carrier D,52.72
25445,25445,2025-01-10,2025-01-14,2025-01-14,Carrier D,10.56
25446,25446,2025-01-09,2025-01-14,2025-01-14,Carrier B,18.46
25447,25447,2025-01-08,2025-01-14,2025-01-15,Carrier D,41.68
25448,25448,2025-01-09,2025-01-11,2025-01-11,Carrier B,64.87
25449,25449,2025-01-10,2025-01-11,2025-01-13,Carrier D,73.25
25450,25450,2025-01-09,2025-01-15,2025-01-15,Carrier C,55.46
25451,25451,2025-01-09,2025-01-12,2025-01-12,Carrier D,62.52
25452,25452,2025-01-09,2025-01-15,2025-01-18,Carrier D,41.69
25453,25453,2025-01-10,2025-01-14,2025-01-14,Carrier D,55.1
25454,25454,2025-01-09,2025-01-12,2025-01-11,Carrier B,76.6
25455,25455,2025-01-08,2025-01-12,2025-01-17,Carrier A,20.47
25456,25456,2025-01-09,2025-01-14,2025-01-14,Carrier D,78.29
25457,25457,2025-01-09,2025-01-13,2025-01-11,Carrier A,17.62
25458,25458,2025-01-09,2025-01-12,2025-01-12,Carrier D,68.75
25459,25459,2025-01-08,2025-01-16,2025-01-16,Carrier C,10.77
25460,25460,2025-01-08,2025-01-16,2025-01-16,Carrier D,42.51
25461,25461,2025-01-09,2025-01-16,2025-01-16,Carrier B,65.57
25462,25462,2025-01-10,2025-01-11,2025-01-12,Carrier C,80.44
25463,25463,2025-01-08,2025-01-16,2025-01-16,Carrier D,13.77
25464,25464,2025-01-10,2025-01-12,2025-01-14,Carrier B,46.26
25465,25465,2025-01-09,2025-01-14,2025-01-15,Carrier A,33.55
25466,25466,2025-01-08,2025-01-16,2025-01-16,Carrier B,31.75
25467,25467,2025-01-09,2025-01-11,2025-01-11,Carrier B,16.59
25468,25468,2025-01-08,2025-01-15,,Carrier D,59.64
25469,25469,2025-01-09,2025-01-12,2025-01-12,Carrier C,13.64
25470,25470,2025-01-09,2025-01-16,2025-01-14,Carrier A,39.69
25471,25471,2025-01-08,2025-01-16,2025-01-18,Carrier D,23.66
25472,25472,2025-01-10,2025-01-14,2025-01-14,Carrier D,15.48
25473,25473,2025-01-10,2025-01-14,2025-01-14,Carrier B,41.28
25474,25474,2025-01-10,2025-01-13,2025-01-13,Carrier B,32.1
25475,25475,2025-01-09,2025-01-14,2025-01-13,Carrier D,33.18
25476,25476,2025-01-09,2025-01-11,2025-01-12,Carrier D,63.15
25477,25477,2025-01-08,2025-01-12,2025-01-12,Carrier A,75.83
25478,25478,2025-01-08,2025-01-16,2025-01-15,Carrier D,18.54
25479,25479,2025-01-08,2025-01-15,,Carrier D,30.62
25480,25480,2025-01-08,2025-01-16,2025-01-18,Carrier A,7.37
25481,25481,2025-01-08,2025-01-14,2025-01-12,Carrier A,15.41
25482,25482,2025-01-10,2025-01-15,2025-01-15,Carrier C,76.63
25483,25483,2025-01-09,2025-01-16,2025-01-23,Carrier B,31.97
25484,25484,2025-01-09,2025-01-13,,Carrier A,52.26
25485,25485,2025-01-09,2025-01-16,2025-01-16,Carrier B,48.08
25486,25486,2025-01-10,2025-01-12,2025-01-12,Carrier C,10.11
25487,25487,2025-01-10,2025-01-14,2025-01-14,Carrier B,63.69
25488,25488,2025-01-08,2025-01-16,2025-01-16,Carrier C,44.93
25489,25489,2025-01-10,2025-01-11,2025-01-11,Carrier B,84.66
25490,25490,2025-01-08,2025-01-15,2025-01-18,Carrier C,10.73
25491,25491,2025-01-10,2025-01-11,2025-01-11,Carrier C,26.98
25492,25492,2025-01-10,2025-01-13,,Carrier A,18.43
25493,25493,2025-01-08,2025-01-16,2025-01-16,Carrier B,27.51
25494,25494,2025-01-10,2025-01-15,2025-01-15,Carrier C,76.14
25495,25495,2025-01-10,2025-01-12,2025-01-12,Carrier C,6.32
25496,25496,2025-01-10,2025-01-13,,Carrier D,57.36
25497,25497,2025-01-08,2025-01-14,2025-01-14,Carrier D,24.83
25498,25498,2025-01-09,2025-01-11,2025-01-18,Carrier B,77.52
25499,25499,2025-01-08,2025-01-12,2025-01-15,Carrier B,51.05
25500,25500,2025-01-10,2025-01-16,2025-01-16,Carrier A,36.47
25501,25501,2025-01-08,2025-01-16,2025-01-21,Carrier D,6.26
25502,25502,2025-01-11,2025-01-13,2025-01-15,Carrier D,81.55
25503,25503,2025-01-09,2025-01-14,2025-01-12,Carrier D,83.99
25504,25504,2025-01-09,2025-01-16,2025-01-14,Carrier B,36.75
25505,25505,2025-01-09,2025-01-14,2025-01-14,Carrier B,37.1
25506,25506,2025-01-10,2025-01-17,2025-01-15,Carrier D,33.75
25507,25507,2025-01-09,2025-01-14,2025-01-17,Carrier D,56.15
25508,25508,2025-01-09,2025-01-12,2025-01-13,Carrier D,80.97
25509,25509,2025-01-11,2025-01-16,2025-01-16,Carrier B,9.62
25510,25510,2025-01-09,2025-01-16,2025-01-18,Carrier B,14.67
25511,25511,2025-01-09,2025-01-14,2025-01-14,Carrier B,70.71
25512,25512,2025-01-10,2025-01-14,2025-01-14,Carrier C,41.02
25513,25513,2025-01-09,2025-01-15,2025-01-16,Carrier A,14.19
25514,25514,2025-01-10,2025-01-15,2025-01-22,Carrier A,66.81
25515,25515,2025-01-11,2025-01-16,2025-01-17,Carrier B,63.96
25516,25516,2025-01-09,2025-01-17,2025-01-17,Carrier B,57.5
25517,25517,2025-01-10,2025-01-16,2025-01-18,Carrier C,46.99
25518,25518,2025-01-11,2025-01-16,2025-01-16,Carrier B,7.89
25519,25519,2025-01-10,2025-01-12,2025-01-17,Carrier C,40.55
25520,25520,2025-01-11,2025-01-12,2025-01-14,Carrier A,84.04
25521,25521,2025-01-11,2025-01-12,2025-01-17,Carrier B,28.51
25522,25522,2025-01-11,2025-01-15,2025-01-17,Carrier A,78.74
25523,25523,2025-01-11,2025-01-14,2025-01-15,Carrier A,81.85
25524,25524,2025-01-11,2025-01-14,2025-01-14,Carrier D,31.06
25525,25525,2025-01-09,2025-01-17,2025-01-17,Carrier C,42.59
